CustomerID,Gender,Age,AgeGroup,Country,City,SignupDateKey,CustomerSegment
72,Female,65,65+,Germany,Stuttgart,20240527,Returning
73,Female,64,55-64,Germany,Cologne,20250415,New
74,Male,19,18-24,Belgium,Ghent,20250212,New
75,Male,52,45-54,Netherlands,Eindhoven,20250118,New
76,Male,69,65+,Netherlands,The Hague,20250122,New
77,Female,67,65+,Netherlands,Utrecht,20240226,VIP
78,Female,69,65+,Germany,Stuttgart,20250528,Returning
79,Female,69,65+,France,Marseille,20250731,New
80,Male,64,55-64,Germany,Cologne,20241210,Returning
81,Female,45,45-54,Belgium,Antwerp,20240327,New
82,Male,54,45-54,Spain,Seville,20250208,New
83,Female,40,35-44,France,Marseille,20240901,New
84,Male,60,55-64,Germany,Munich,20250823,New
85,Female,40,35-44,France,Lyon,20240221,Returning
86,Female,52,45-54,France,Paris,20251215,New
87,Male,58,55-64,Netherlands,Rotterdam,20240727,New
88,Female,56,55-64,Spain,Madrid,20240522,New
89,Female,49,45-54,Belgium,Ghent,20250918,Returning
90,Male,19,18-24,Italy,Florence,20250727,New
91,Male,64,55-64,Germany,Frankfurt,20250629,Returning
92,Female,61,55-64,Netherlands,Eindhoven,20250924,New
93,Female,65,65+,Netherlands,Rotterdam,20240413,New
94,Female,33,25-34,Spain,Barcelona,20240213,Returning
95,Female,33,25-34,Netherlands,The Hague,20251203,New
96,Female,68,65+,Italy,Rome,20241128,VIP
97,Male,20,18-24,Italy,Milan,20240903,New
98,Male,45,45-54,Italy,Rome,20250613,New
99,Female,46,45-54,Germany,Berlin,20250409,New
100,Female,37,35-44,Germany,Berlin,20241027,Returning
101,Female,53,45-54,Germany,Berlin,20250911,Returning
102,Female,50,45-54,Spain,Seville,20250621,VIP
103,Male,39,35-44,France,Toulouse,20250102,Returning
104,Female,25,25-34,Italy,Florence,20240724,New
105,Female,64,55-64,Austria,Salzburg,20241222,Returning
106,Female,41,35-44,France,Lyon,20241126,Returning
107,Female,70,65+,Italy,Turin,20250830,New
108,Female,54,45-54,Netherlands,Rotterdam,20241006,New
109,Male,37,35-44,France,Lyon,20250317,New
110,Female,29,25-34,Germany,Berlin,20250515,Returning
111,Female,37,35-44,France,Nice,20250309,New
112,Female,37,35-44,Germany,Berlin,20240718,Returning
113,Male,21,18-24,Austria,Vienna,20250704,Returning
114,Female,47,45-54,Belgium,Bruges,20240718,New
115,Female,48,45-54,Spain,Seville,20250101,New
116,Female,39,35-44,Belgium,Antwerp,20251101,New
117,Female,32,25-34,Belgium,Bruges,20241204,VIP
118,Female,55,55-64,Germany,Cologne,20250223,New
119,Female,54,45-54,Austria,Linz,20251109,Returning
120,Female,45,45-54,Italy,Milan,20241003,Returning
121,Female,28,25-34,Belgium,Antwerp,20240223,Returning
122,Female,31,25-34,Austria,Linz,20240612,Returning
123,Male,28,25-34,France,Lyon,20251016,New
124,Male,26,25-34,Germany,Stuttgart,20250120,Returning
125,Female,41,35-44,France,Nice,20240316,Returning
126,Female,27,25-34,Italy,Florence,20250225,VIP
127,Male,55,55-64,Belgium,Ghent,20250730,Returning
128,Other,60,55-64,Belgium,Bruges,20240817,VIP
129,Male,58,55-64,Germany,Frankfurt,20241101,Returning
130,Male,54,45-54,Italy,Naples,20240426,Returning
131,Male,59,55-64,Italy,Florence,20240827,VIP
132,Female,49,45-54,France,Paris,20250520,New
133,Female,37,35-44,Germany,Munich,20250616,Returning
134,Female,31,25-34,France,Lyon,20240226,New
135,Female,55,55-64,Austria,Innsbruck,20251020,New
136,Female,21,18-24,France,Lyon,20240129,Returning
137,Female,41,35-44,Italy,Naples,20250309,VIP
138,Female,49,45-54,Netherlands,The Hague,20240805,New
139,Male,70,65+,France,Lyon,20250629,Returning
140,Female,27,25-34,Switzerland,Bern,20250410,Returning
141,Female,60,55-64,Switzerland,Bern,20250719,New
142,Male,33,25-34,France,Paris,20250627,New
143,Male,56,55-64,Italy,Naples,20250518,New
144,Female,49,45-54,France,Lyon,20250122,VIP
145,Male,35,35-44,France,Paris,20250625,New
146,Female,42,35-44,Germany,Munich,20241216,New
147,Female,24,18-24,Spain,Seville,20241120,Returning
148,Male,70,65+,Italy,Milan,20250624,New
149,Female,64,55-64,Germany,Stuttgart,20250130,New
150,Male,68,65+,France,Nice,20240319,New
151,Female,35,35-44,Austria,Salzburg,20250427,VIP
152,Male,64,55-64,France,Nice,20241104,New
153,Female,35,35-44,Germany,Frankfurt,20250222,New
154,Other,20,18-24,Italy,Milan,20240822,Returning
155,Female,18,18-24,Switzerland,Geneva,20250311,Returning
156,Male,50,45-54,France,Nice,20250312,New
157,Female,24,18-24,Spain,Madrid,20240525,New
158,Male,27,25-34,Netherlands,The Hague,20240614,New
159,Male,61,55-64,France,Nice,20250820,Returning
160,Female,25,25-34,Netherlands,Rotterdam,20240614,New
161,Male,49,45-54,France,Marseille,20250720,New
162,Female,40,35-44,Spain,Seville,20250129,VIP
163,Female,34,25-34,Spain,Barcelona,20240909,Returning
164,Male,31,25-34,Italy,Rome,20250718,New
165,Male,34,25-34,Germany,Cologne,20250212,Returning
166,Male,42,35-44,Belgium,Antwerp,20250321,New
167,Female,38,35-44,France,Lyon,20251015,New
168,Female,23,18-24,Germany,Munich,20240216,New
169,Male,37,35-44,Germany,Berlin,20240404,Returning
170,Other,66,65+,Spain,Madrid,20250503,New
171,Male,37,35-44,Spain,Barcelona,20251223,New
172,Female,43,35-44,Germany,Munich,20251013,New
173,Female,49,45-54,Italy,Milan,20240919,Returning
174,Female,25,25-34,France,Nice,20250308,Returning
175,Male,62,55-64,Spain,Bilbao,20251015,Returning
176,Other,65,65+,Germany,Munich,20251015,VIP
177,Male,61,55-64,Netherlands,Rotterdam,20251121,New
178,Male,46,45-54,France,Marseille,20240830,New
179,Female,34,25-34,Austria,Graz,20251015,VIP
180,Male,35,35-44,Germany,Hamburg,20241128,New
181,Female,57,55-64,France,Nice,20250903,New
182,Female,35,35-44,Germany,Cologne,20240417,New
183,Male,28,25-34,Austria,Vienna,20241116,Returning
184,Female,62,55-64,Belgium,Brussels,20250418,Returning
185,Male,29,25-34,France,Marseille,20251208,New
186,Male,32,25-34,Spain,Madrid,20240928,VIP
187,Male,43,35-44,Belgium,Leuven,20250417,Returning
188,Male,20,18-24,Spain,Seville,20250411,New
189,Female,20,18-24,Italy,Milan,20250207,New
190,Female,55,55-64,France,Lyon,20240811,VIP
191,Female,52,45-54,Germany,Frankfurt,20240421,New
192,Female,26,25-34,Austria,Vienna,20250330,Returning
193,Male,60,55-64,Austria,Graz,20241014,New
194,Female,57,55-64,Spain,Madrid,20250328,New
195,Male,21,18-24,France,Nice,20241206,New
196,Female,37,35-44,France,Lyon,20240606,Returning
197,Female,32,25-34,Netherlands,Utrecht,20251021,Returning
198,Female,46,45-54,Austria,Salzburg,20240704,Returning
199,Female,22,18-24,Belgium,Brussels,20240129,VIP
200,Female,56,55-64,Netherlands,Amsterdam,20250211,Returning
201,Female,57,55-64,Spain,Madrid,20240127,New
202,Female,24,18-24,Germany,Berlin,20250616,New
203,Female,25,25-34,Germany,Frankfurt,20240401,Returning
204,Female,49,45-54,Austria,Innsbruck,20240620,Returning
205,Female,53,45-54,Spain,Bilbao,20240423,New
206,Female,50,45-54,Germany,Stuttgart,20240407,New
207,Female,54,45-54,Germany,Stuttgart,20240911,New
208,Male,49,45-54,Spain,Bilbao,20240122,Returning
209,Female,60,55-64,Germany,Hamburg,20250707,Returning
210,Male,53,45-54,Germany,Frankfurt,20240430,New
211,Female,51,45-54,Italy,Milan,20240729,Returning
212,Other,66,65+,Netherlands,Utrecht,20251202,Returning
213,Female,42,35-44,Spain,Bilbao,20251009,New
214,Male,61,55-64,France,Marseille,20250120,Returning
215,Female,49,45-54,Netherlands,The Hague,20241010,VIP
216,Female,19,18-24,France,Marseille,20240222,New
217,Male,26,25-34,France,Toulouse,20251002,New
218,Female,55,55-64,Netherlands,Utrecht,20250813,VIP
219,Female,46,45-54,Spain,Barcelona,20250405,New
220,Male,55,55-64,Belgium,Brussels,20251221,VIP
221,Male,35,35-44,Spain,Valencia,20241103,New
222,Male,39,35-44,Spain,Madrid,20241128,New
223,Male,52,45-54,Germany,Cologne,20240731,New
224,Female,32,25-34,France,Toulouse,20250619,New
225,Male,24,18-24,France,Lyon,20240708,New
226,Female,30,25-34,France,Lyon,20240702,New
227,Male,59,55-64,Switzerland,Basel,20240801,New
228,Male,53,45-54,Italy,Florence,20240402,Returning
229,Female,33,25-34,Austria,Salzburg,20250211,Returning
230,Male,58,55-64,Spain,Madrid,20250911,Returning
231,Female,38,35-44,Netherlands,The Hague,20251216,Returning
232,Female,45,45-54,Italy,Turin,20241002,New
233,Male,27,25-34,Spain,Valencia,20240203,Returning
234,Male,36,35-44,Italy,Turin,20240901,Returning
235,Female,34,25-34,Germany,Hamburg,20250930,New
236,Male,18,18-24,Netherlands,Amsterdam,20241104,New
237,Female,30,25-34,France,Paris,20251015,New
238,Female,53,45-54,Germany,Hamburg,20251205,New
239,Male,64,55-64,Spain,Bilbao,20250220,New
240,Female,59,55-64,Germany,Hamburg,20250114,Returning
241,Female,37,35-44,Austria,Vienna,20240219,New
242,Female,58,55-64,Austria,Linz,20240826,New
243,Female,57,55-64,Austria,Innsbruck,20240822,Returning
244,Female,69,65+,France,Toulouse,20241114,Returning
245,Male,23,18-24,Germany,Stuttgart,20250715,New
246,Female,40,35-44,Austria,Linz,20240402,New
247,Female,59,55-64,Italy,Florence,20241125,New
248,Female,41,35-44,Switzerland,Zurich,20250223,Returning
249,Female,69,65+,Switzerland,Zurich,20250406,New
250,Female,66,65+,Belgium,Ghent,20241207,New
251,Female,22,18-24,France,Nice,20240829,New
252,Female,49,45-54,France,Toulouse,20250831,New
253,Female,63,55-64,Belgium,Bruges,20250420,New
254,Female,34,25-34,France,Lyon,20250903,Returning
255,Male,28,25-34,Germany,Munich,20250428,New
256,Female,44,35-44,Spain,Bilbao,20250228,Returning
257,Female,21,18-24,Austria,Linz,20240814,New
258,Female,40,35-44,Netherlands,Eindhoven,20240603,New
259,Male,40,35-44,Spain,Bilbao,20250625,New
260,Male,66,65+,Germany,Berlin,20240608,New
261,Male,51,45-54,Spain,Madrid,20240729,New
262,Male,38,35-44,Switzerland,Lausanne,20251225,Returning
263,Male,39,35-44,Germany,Munich,20250803,Returning
264,Male,18,18-24,Italy,Naples,20251022,New
265,Male,49,45-54,Belgium,Brussels,20250503,Returning
266,Female,45,45-54,Netherlands,Amsterdam,20240912,New
267,Female,35,35-44,Netherlands,Eindhoven,20240225,New
268,Male,24,18-24,Netherlands,The Hague,20240607,VIP
269,Male,55,55-64,France,Marseille,20240404,Returning
270,Female,23,18-24,France,Toulouse,20240826,New
271,Female,31,25-34,Belgium,Ghent,20251113,Returning
272,Male,47,45-54,Belgium,Brussels,20240803,New
273,Male,61,55-64,Belgium,Leuven,20250313,Returning
274,Male,63,55-64,Austria,Graz,20240525,VIP
275,Male,31,25-34,Italy,Florence,20250522,New
276,Female,61,55-64,Italy,Milan,20240503,New
277,Female,58,55-64,Netherlands,Eindhoven,20251201,VIP
278,Female,26,25-34,Spain,Barcelona,20241127,New
279,Male,48,45-54,Netherlands,Rotterdam,20240924,New
280,Female,19,18-24,Netherlands,Eindhoven,20250827,New
281,Female,35,35-44,Austria,Innsbruck,20240707,Returning
282,Female,22,18-24,France,Toulouse,20250805,New
283,Female,43,35-44,France,Paris,20240523,New
284,Female,40,35-44,Germany,Berlin,20240507,Returning
285,Male,29,25-34,Spain,Barcelona,20250607,VIP
286,Male,31,25-34,Germany,Cologne,20251225,New
287,Male,30,25-34,Italy,Turin,20241227,New
288,Female,52,45-54,Italy,Turin,20250725,Returning
289,Male,64,55-64,France,Nice,20250829,New
290,Female,32,25-34,Spain,Valencia,20240312,Returning
291,Female,52,45-54,Germany,Munich,20250913,Returning
292,Female,69,65+,Germany,Munich,20241008,Returning
293,Male,36,35-44,Belgium,Leuven,20250227,VIP
294,Male,32,25-34,France,Toulouse,20250314,New
295,Female,68,65+,Germany,Munich,20250915,New
296,Female,25,25-34,Italy,Turin,20240607,VIP
297,Female,40,35-44,Netherlands,Rotterdam,20251223,New
298,Female,30,25-34,Germany,Munich,20240907,New
299,Female,40,35-44,Spain,Barcelona,20241122,New
300,Female,48,45-54,Germany,Frankfurt,20250916,Returning
301,Female,47,45-54,Germany,Berlin,20250531,Returning
302,Female,59,55-64,Italy,Florence,20251014,New
303,Male,19,18-24,Italy,Florence,20241203,New
304,Female,28,25-34,Spain,Bilbao,20250922,New
305,Female,42,35-44,Netherlands,Utrecht,20251001,Returning
306,Female,46,45-54,Switzerland,Geneva,20240324,New
307,Male,39,35-44,Italy,Naples,20240422,VIP
308,Male,36,35-44,France,Paris,20251106,Returning
309,Male,26,25-34,Netherlands,The Hague,20250103,New
310,Male,58,55-64,France,Toulouse,20250918,New
311,Male,55,55-64,Italy,Rome,20240413,New
312,Other,46,45-54,Germany,Hamburg,20240628,New
313,Female,27,25-34,Germany,Berlin,20241015,New
314,Other,39,35-44,Switzerland,Basel,20250323,New
315,Male,41,35-44,Belgium,Bruges,20240819,New
316,Male,25,25-34,Netherlands,Utrecht,20241120,Returning
317,Male,64,55-64,Italy,Florence,20241217,New
318,Male,23,18-24,Germany,Frankfurt,20251031,Returning
319,Male,24,18-24,Germany,Berlin,20250830,New
320,Female,37,35-44,France,Nice,20240818,New
321,Female,34,25-34,Italy,Florence,20241119,Returning
322,Male,53,45-54,Netherlands,Rotterdam,20240920,Returning
323,Female,25,25-34,Spain,Barcelona,20250325,New
324,Female,30,25-34,France,Marseille,20250702,VIP
325,Female,41,35-44,Austria,Linz,20250902,Returning
326,Male,63,55-64,Netherlands,Rotterdam,20241107,Returning
327,Male,67,65+,Spain,Madrid,20240707,New
328,Female,48,45-54,Spain,Barcelona,20250820,New
329,Male,40,35-44,Italy,Naples,20240305,New
330,Male,34,25-34,France,Toulouse,20250906,New
331,Female,67,65+,France,Nice,20250301,New
332,Female,63,55-64,Netherlands,Eindhoven,20250915,Returning
333,Male,41,35-44,Germany,Cologne,20241218,New
334,Male,60,55-64,Germany,Frankfurt,20250802,Returning
335,Female,27,25-34,Germany,Hamburg,20240516,New
336,Male,48,45-54,Germany,Berlin,20240515,New
337,Male,62,55-64,Belgium,Bruges,20241109,New
338,Female,37,35-44,Netherlands,Amsterdam,20251226,Returning
339,Male,33,25-34,Italy,Naples,20250511,New
340,Female,31,25-34,Germany,Cologne,20241105,New
341,Male,20,18-24,Italy,Naples,20250819,New
342,Female,47,45-54,Italy,Milan,20250713,VIP
343,Male,35,35-44,Germany,Cologne,20250313,Returning
344,Female,23,18-24,Italy,Naples,20241226,New
345,Female,37,35-44,Italy,Naples,20240604,New
346,Female,52,45-54,Spain,Barcelona,20250904,New
347,Female,36,35-44,Spain,Madrid,20241231,Returning
348,Male,43,35-44,Germany,Stuttgart,20240321,New
349,Female,52,45-54,France,Paris,20251001,Returning
350,Male,29,25-34,Spain,Seville,20251101,Returning
351,Male,25,25-34,Italy,Milan,20240824,New
352,Male,54,45-54,Belgium,Bruges,20250131,New
353,Female,66,65+,Spain,Madrid,20240228,New
354,Male,27,25-34,Germany,Hamburg,20240824,New
355,Female,38,35-44,Germany,Frankfurt,20250524,Returning
356,Female,66,65+,Spain,Barcelona,20241203,New
357,Female,58,55-64,Germany,Hamburg,20250416,New
358,Male,62,55-64,Spain,Bilbao,20250218,New
359,Male,59,55-64,Austria,Linz,20241015,New
360,Male,46,45-54,Spain,Valencia,20250108,New
361,Female,48,45-54,France,Marseille,20241104,New
362,Male,57,55-64,Spain,Madrid,20250829,Returning
363,Female,24,18-24,Italy,Milan,20240501,New
364,Female,51,45-54,Italy,Florence,20241212,New
365,Male,51,45-54,Austria,Vienna,20250924,New
366,Female,47,45-54,France,Nice,20240205,New
367,Female,21,18-24,Switzerland,Zurich,20251225,Returning
368,Male,58,55-64,Austria,Vienna,20250328,New
369,Female,47,45-54,Germany,Berlin,20250403,Returning
370,Male,42,35-44,Germany,Frankfurt,20240813,Returning
371,Male,31,25-34,Germany,Stuttgart,20250111,New
372,Female,41,35-44,Germany,Stuttgart,20250726,VIP
373,Male,60,55-64,Germany,Cologne,20240706,Returning
374,Male,48,45-54,Spain,Madrid,20240103,New
375,Female,70,65+,Germany,Munich,20240106,New
376,Female,56,55-64,France,Lyon,20250207,Returning
377,Male,45,45-54,Belgium,Bruges,20250904,New
378,Male,42,35-44,Germany,Cologne,20241104,New
379,Female,36,35-44,Belgium,Leuven,20241224,New
380,Male,21,18-24,France,Toulouse,20250522,New
381,Female,51,45-54,Germany,Stuttgart,20250409,Returning
382,Male,49,45-54,Netherlands,The Hague,20251108,New
383,Male,42,35-44,Spain,Bilbao,20251106,New
384,Female,39,35-44,Belgium,Ghent,20250601,Returning
385,Male,70,65+,Netherlands,Amsterdam,20250118,New
386,Female,45,45-54,Belgium,Bruges,20250504,New
387,Male,68,65+,France,Paris,20250622,New
388,Female,70,65+,Germany,Berlin,20250704,Returning
389,Female,35,35-44,Netherlands,Amsterdam,20250503,Returning
390,Female,70,65+,Belgium,Leuven,20241102,New
391,Female,24,18-24,Switzerland,Zurich,20241001,New
392,Male,28,25-34,Italy,Turin,20250830,VIP
393,Male,59,55-64,France,Nice,20240610,VIP
394,Male,28,25-34,Netherlands,Eindhoven,20250823,Returning
395,Female,26,25-34,France,Nice,20240903,Returning
396,Male,52,45-54,Austria,Graz,20250619,Returning
397,Female,54,45-54,Belgium,Antwerp,20251026,New
398,Female,40,35-44,Italy,Milan,20240830,New
399,Female,50,45-54,Netherlands,Rotterdam,20251210,Returning
400,Male,18,18-24,Netherlands,The Hague,20240130,New
401,Female,37,35-44,Germany,Berlin,20250425,New
402,Female,22,18-24,Austria,Linz,20251219,New
403,Female,46,45-54,Italy,Naples,20240808,New
404,Male,43,35-44,Belgium,Antwerp,20250719,New
405,Male,68,65+,France,Paris,20250105,New
406,Male,55,55-64,Austria,Salzburg,20240318,New
407,Female,20,18-24,France,Paris,20240429,New
408,Male,38,35-44,Germany,Cologne,20250524,Returning
409,Male,30,25-34,Austria,Linz,20250528,Returning
410,Female,48,45-54,Germany,Berlin,20250101,New
411,Male,34,25-34,France,Paris,20240320,Returning
412,Female,52,45-54,Austria,Linz,20241224,New
413,Male,40,35-44,Austria,Vienna,20240709,Returning
414,Male,20,18-24,Spain,Seville,20250927,New
415,Female,70,65+,Spain,Madrid,20251124,New
416,Other,62,55-64,Italy,Turin,20250927,Returning
417,Female,19,18-24,France,Lyon,20240117,New
418,Male,20,18-24,France,Paris,20240131,New
419,Male,37,35-44,Spain,Seville,20240513,Returning
420,Female,65,65+,Netherlands,Utrecht,20240810,New
421,Female,70,65+,Netherlands,Rotterdam,20240310,Returning
422,Female,61,55-64,Netherlands,Amsterdam,20250126,Returning
423,Male,26,25-34,Germany,Stuttgart,20240402,New
424,Male,65,65+,Italy,Turin,20240313,Returning
425,Female,21,18-24,Germany,Stuttgart,20240517,Returning
426,Female,42,35-44,Italy,Rome,20240124,New
427,Female,69,65+,Italy,Turin,20250322,Returning
428,Male,67,65+,Belgium,Brussels,20240616,Returning
429,Male,18,18-24,France,Lyon,20241002,New
430,Female,56,55-64,Germany,Hamburg,20241015,Returning
431,Female,69,65+,Germany,Berlin,20240114,Returning
432,Female,29,25-34,Netherlands,Amsterdam,20250424,New
433,Female,57,55-64,Spain,Bilbao,20250313,New
434,Female,57,55-64,Germany,Berlin,20240224,VIP
435,Female,41,35-44,Germany,Berlin,20241019,New
436,Male,26,25-34,Netherlands,Rotterdam,20251228,New
437,Female,63,55-64,Germany,Stuttgart,20241226,Returning
438,Female,37,35-44,Belgium,Brussels,20240324,VIP
439,Male,22,18-24,Netherlands,Utrecht,20250103,New
440,Male,37,35-44,Germany,Berlin,20240609,Returning
441,Male,38,35-44,Germany,Frankfurt,20241101,New
442,Female,19,18-24,Switzerland,Bern,20250420,New
443,Male,38,35-44,France,Lyon,20250403,VIP
444,Female,59,55-64,France,Marseille,20250818,Returning
445,Female,41,35-44,Belgium,Bruges,20251210,New
446,Male,26,25-34,Austria,Linz,20240718,New
447,Male,56,55-64,Switzerland,Geneva,20241130,New
448,Male,47,45-54,Netherlands,The Hague,20241207,New
449,Female,35,35-44,France,Lyon,20240627,New
450,Female,61,55-64,Germany,Munich,20250325,New
451,Female,60,55-64,Netherlands,Utrecht,20251201,New
452,Female,27,25-34,Spain,Barcelona,20240604,VIP
453,Female,62,55-64,Italy,Rome,20240620,New
454,Female,58,55-64,Austria,Graz,20250130,New
455,Female,65,65+,Germany,Stuttgart,20240729,New
456,Male,38,35-44,Italy,Florence,20250722,Returning
457,Male,39,35-44,Germany,Hamburg,20251027,New
458,Male,34,25-34,Italy,Turin,20240125,Returning
459,Male,22,18-24,Germany,Stuttgart,20250420,Returning
460,Female,23,18-24,Germany,Stuttgart,20240720,VIP
461,Female,27,25-34,Germany,Stuttgart,20250901,New
462,Female,60,55-64,Spain,Madrid,20250811,VIP
463,Female,19,18-24,Netherlands,Eindhoven,20250408,New
464,Male,24,18-24,Spain,Barcelona,20250312,Returning
465,Male,63,55-64,Switzerland,Zurich,20250423,New
466,Male,21,18-24,France,Toulouse,20250103,New
467,Female,54,45-54,France,Toulouse,20250113,New
468,Male,36,35-44,Belgium,Brussels,20240420,New
469,Female,70,65+,France,Paris,20240502,New
470,Female,45,45-54,Switzerland,Basel,20240223,Returning
471,Female,37,35-44,Germany,Stuttgart,20250415,Returning
472,Male,47,45-54,Switzerland,Zurich,20240724,New
473,Male,59,55-64,Germany,Hamburg,20240615,VIP
474,Female,55,55-64,Austria,Innsbruck,20250310,New
475,Female,19,18-24,Italy,Naples,20250823,New
476,Female,20,18-24,Switzerland,Zurich,20240111,New
477,Female,64,55-64,Germany,Frankfurt,20250117,Returning
478,Male,59,55-64,Spain,Valencia,20250418,Returning
479,Male,66,65+,Switzerland,Geneva,20250523,Returning
480,Male,56,55-64,Italy,Florence,20250717,New
481,Female,42,35-44,Spain,Madrid,20251225,Returning
482,Female,19,18-24,Netherlands,Amsterdam,20240223,New
483,Other,56,55-64,Italy,Milan,20240903,New
484,Other,32,25-34,Spain,Valencia,20250803,New
485,Female,20,18-24,Spain,Bilbao,20250602,Returning
486,Male,22,18-24,Austria,Graz,20240519,New
487,Female,57,55-64,Germany,Munich,20250208,Returning
488,Male,53,45-54,France,Toulouse,20250520,New
489,Female,67,65+,Austria,Salzburg,20240811,Returning
490,Male,68,65+,Austria,Linz,20250803,New
491,Female,57,55-64,Italy,Rome,20241212,VIP
492,Male,55,55-64,Spain,Madrid,20250108,New
493,Female,54,45-54,France,Toulouse,20240722,New
494,Female,44,35-44,Germany,Berlin,20250924,New
495,Female,22,18-24,Italy,Rome,20241018,Returning
496,Male,34,25-34,France,Marseille,20241003,New
497,Female,55,55-64,Spain,Valencia,20241104,New
498,Male,62,55-64,Germany,Berlin,20240910,New
499,Female,58,55-64,Switzerland,Basel,20251020,New
500,Female,29,25-34,Switzerland,Lausanne,20240103,Returning
501,Male,59,55-64,Netherlands,Eindhoven,20240706,VIP
502,Female,48,45-54,Italy,Florence,20241202,Returning
503,Other,50,45-54,France,Nice,20241215,Returning
504,Male,60,55-64,Belgium,Brussels,20240409,New
505,Male,46,45-54,Spain,Madrid,20250401,Returning
506,Female,55,55-64,Germany,Frankfurt,20250221,Returning
507,Female,20,18-24,Austria,Innsbruck,20240605,New
508,Male,55,55-64,Belgium,Antwerp,20240720,New
509,Female,58,55-64,Austria,Graz,20251127,New
510,Male,57,55-64,Netherlands,Eindhoven,20241124,VIP
511,Female,47,45-54,Spain,Bilbao,20240209,New
512,Female,64,55-64,Italy,Naples,20241101,VIP
513,Male,39,35-44,Austria,Graz,20251215,New
514,Male,55,55-64,Belgium,Brussels,20240526,New
515,Female,49,45-54,Germany,Frankfurt,20240829,New
516,Female,60,55-64,Germany,Munich,20240627,New
